State,District,Latitude,Longitude,District code,Population,Households_with_Internet,literacy_rate,sex_ratio,Percentage of Poor
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352.0,1150567.0,591.0,42.0,952.0,29.379477
Mizoram,Saiha,22.35744801061008,93.02827931034489,288.0,56574.0,168.0,75.0,979.0,4.57028
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608.0,3482056.0,20660.0,66.0,954.0,0.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221.0,4261566.0,5379.0,50.0,911.0,0.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372.0,1041099.0,5231.0,68.0,976.0,0.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531.0,2822143.0,13212.0,73.0,966.0,0.0
Punjab,Sangrur,30.18504520433689,75.89437014178496,53.0,1655169.0,10736.0,61.0,885.0,0.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186.0,1715183.0,2031.0,56.0,972.0,0.0
Bihar,Saran,25.89656077844312,84.82266287425155,219.0,3951862.0,4509.0,55.0,954.0,0.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527.0,3003741.0,14093.0,74.0,988.0,0.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429.0,2228935.0,3754.0,62.0,926.0,0.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108.0,1335551.0,1887.0,56.0,897.0,0.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445.0,1311332.0,1566.0,60.0,918.0,0.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272.0,479148.0,256.0,55.0,937.0,0.0
0,Senapati (Excluding 3 Sub-Divisions),0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.183616
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456.0,1379131.0,1182.0,63.0,982.0,0.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285.0,64937.0,131.0,84.0,977.0,0.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460.0,1066063.0,1733.0,57.0,974.0,0.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152.0,3006538.0,3889.0,50.0,872.0,0.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436.0,1512681.0,1382.0,59.0,938.0,0.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228.0,636342.0,631.0,52.0,930.0,0.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205.0,656246.0,478.0,43.0,893.0,0.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418.0,687861.0,273.0,48.0,901.0,0.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33.0,814010.0,9177.0,75.0,915.0,3.418176
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568.0,1752753.0,8791.0,72.0,998.0,0.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423.0,1726050.0,1852.0,52.0,877.0,0.0
0,Shrawasti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.313896
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462.0,1127033.0,837.0,53.0,957.0,0.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111.0,2677333.0,5647.0,62.0,947.0,0.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367.0,599578.0,423.0,57.0,997.0,0.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529.0,849651.0,3517.0,78.0,1036.0,0.0
0,Singrauli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.996569
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32.0,529855.0,2220.0,68.0,918.0,5.396787
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117.0,1036346.0,2146.0,46.0,940.0,0.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79.0,1295189.0,6287.0,60.0,897.0,5.012823
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206.0,3423574.0,3460.0,42.0,899.0,31.694917
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154.0,4483992.0,3874.0,51.0,888.0,0.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622.0,1339101.0,5773.0,72.0,1003.0,5.43147
Bihar,Siwan,26.1736372013652,84.33766552901022,218.0,3330464.0,3834.0,58.0,988.0,0.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31.0,580320.0,5250.0,74.0,880.0,0.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526.0,4317756.0,15145.0,67.0,938.0,0.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200.0,1862559.0,5149.0,53.0,918.0,0.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306.0,1924110.0,4358.0,58.0,956.0,0.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295.0,142334.0,179.0,58.0,945.0,0.0
Goa,South Goa,15.195278658183785,73.941792596877,586.0,640537.0,17624.0,78.0,986.0,0.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290.0,876001.0,948.0,74.0,957.0,0.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542.0,2703114.0,3988.0,55.0,1015.0,7.861653
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10.0,1236829.0,16413.0,61.0,900.0,0.0
