State,District,Latitude,Longitude,District code,Population,Households_with_Internet,literacy_rate,sex_ratio,Percentage of Poor
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579.0,2566326.0,9752.0,56.0,971.0,0.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366.0,1025213.0,831.0,55.0,993.0,0.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458.0,1241519.0,2482.0,53.0,912.0,0.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548.0,4887813.0,19383.0,61.0,1003.0,0.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35.0,2298323.0,14428.0,71.0,895.0,0.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86.0,1514432.0,67087.0,73.0,854.0,0.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421.0,2032036.0,15779.0,67.0,864.0,0.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318.0,659296.0,1211.0,62.0,951.0,26.755972
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28.0,454768.0,2521.0,79.0,1095.0,0.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168.0,1104285.0,1196.0,59.0,861.0,0.0
Uttar Pradesh,Hamirpur,25.73815838150289,79.82619479768789,28.0,454768.0,2521.0,79.0,1095.0,0.0
Uttar Pradesh,Hamirpur,25.73815838150289,79.82619479768789,168.0,1104285.0,1196.0,59.0,861.0,0.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100.0,1774692.0,3360.0,58.0,906.0,0.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341.0,4850029.0,30751.0,74.0,939.0,0.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448.0,570465.0,986.0,62.0,935.0,0.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155.0,4092845.0,3845.0,54.0,868.0,0.0
0,Hardwar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.122294
Karnataka,Hassan,12.945098749999998,76.11049549999997,574.0,1776421.0,4851.0,69.0,1010.0,0.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564.0,1597668.0,2456.0,68.0,950.0,0.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512.0,1177345.0,1221.0,67.0,942.0,12.830902
Haryana,Hisar,29.23628731117825,75.84324682779452,80.0,1743931.0,10132.0,64.0,872.0,0.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449.0,1241350.0,2871.0,65.0,914.0,0.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38.0,1586625.0,13747.0,76.0,961.0,0.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338.0,5519145.0,31725.0,74.0,961.0,0.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536.0,3943323.0,149034.0,73.0,954.0,0.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596.0,1108974.0,8250.0,83.0,1006.0,0.767916
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439.0,3276697.0,48691.0,70.0,928.0,0.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451.0,2463289.0,20443.0,71.0,929.0,0.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299.0,395124.0,510.0,47.0,1013.0,21.284018
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110.0,6626178.0,76565.0,65.0,910.0,0.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114.0,669919.0,754.0,46.0,852.0,27.484687
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37.0,2193590.0,39082.0,74.0,915.0,0.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165.0,1689974.0,2217.0,64.0,865.0,0.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499.0,4229917.0,14297.0,68.0,925.0,0.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514.0,1959046.0,3791.0,61.0,937.0,13.781664
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116.0,1828730.0,1585.0,45.0,952.0,0.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328.0,3872846.0,9322.0,65.0,953.0,0.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21.0,1529958.0,19905.0,74.0,880.0,0.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477.0,2160119.0,11573.0,65.0,939.0,0.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363.0,791042.0,808.0,54.0,954.0,0.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238.0,1760405.0,1839.0,49.0,922.0,0.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402.0,851669.0,567.0,58.0,1005.0,22.882584
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194.0,4494204.0,8002.0,61.0,1024.0,0.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239.0,1125313.0,1106.0,55.0,922.0,0.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464.0,1025048.0,744.0,34.0,990.0,37.02986
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83.0,958405.0,5034.0,71.0,862.0,0.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129.0,1411129.0,1750.0,52.0,946.0,0.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166.0,1998603.0,8517.0,65.0,890.0,0.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371.0,579505.0,2498.0,70.0,953.0,0.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103.0,2137045.0,4828.0,64.0,950.0,0.0
Haryana,Jind,29.45149821958457,76.29598575667653,77.0,1334152.0,5263.0,62.0,871.0,0.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113.0,3687165.0,19335.0,55.0,916.0,0.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312.0,1092256.0,5651.0,73.0,962.0,0.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479.0,2743082.0,6628.0,67.0,953.0,0.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479.0,2743082.0,6628.0,67.0,953.0,0.0
Uttar Pradesh,Jyotiba Phule Nagar,28.8704989847716,78.39009365482241,137.0,1840221.0,2825.0,53.0,910.0,0.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468.0,2092371.0,9631.0,60.0,908.0,0.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73.0,1074304.0,3724.0,60.0,881.0,0.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395.0,1576869.0,1953.0,51.0,1003.0,24.864161
Assam,Kamrup,26.170939452054807,91.58863273972592,321.0,1517542.0,3109.0,66.0,949.0,0.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604.0,3998252.0,100322.0,75.0,986.0,0.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390.0,733110.0,768.0,55.0,1037.0,0.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24.0,1510075.0,8053.0,76.0,1012.0,0.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160.0,1656616.0,2488.0,61.0,879.0,0.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629.0,1870374.0,15673.0,83.0,1019.0,0.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589.0,2523003.0,32653.0,85.0,1136.0,0.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163.0,1796184.0,2682.0,65.0,865.0,0.0
Punjab,Kapurthala,31.33659263803684,75.47641165644177,36.0,815168.0,9732.0,71.0,912.0,0.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637.0,200222.0,1868.0,77.0,1047.0,0.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107.0,1458248.0,1059.0,55.0,861.0,0.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314.0,956313.0,1923.0,58.0,951.0,0.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4.0,140802.0,235.0,61.0,810.0,0.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317.0,1228686.0,1933.0,65.0,963.0,22.3364
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534.0,3776269.0,8831.0,58.0,1008.0,0.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74.0,1505324.0,11163.0,65.0,887.0,0.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613.0,1064493.0,4915.0,68.0,1015.0,0.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588.0,1307375.0,10378.0,79.0,1080.0,0.844426
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7.0,616435.0,1443.0,63.0,890.0,0.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212.0,3071029.0,2941.0,42.0,919.0,0.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450.0,1292042.0,2179.0,61.0,952.0,0.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174.0,1599596.0,1503.0,51.0,908.0,0.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379.0,1440361.0,1628.0,76.0,1007.0,0.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223.0,1666886.0,1580.0,46.0,886.0,0.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541.0,2797370.0,8628.0,58.0,1011.0,0.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483.0,2299885.0,5710.0,72.0,940.0,0.0
0,Kheri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.128713
Orissa,Khordha,20.054162322274863,85.52234834123229,386.0,2251673.0,35701.0,78.0,929.0,0.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34.0,84121.0,354.0,72.0,819.0,0.0
0,Kiphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.279098
Bihar,Kishanganj,26.32433675832129,87.95045007235886,210.0,1690400.0,1093.0,44.0,950.0,32.5327
0,Kishtwar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.622654
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576.0,554519.0,3308.0,74.0,1019.0,0.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270.0,267988.0,1928.0,74.0,928.0,0.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300.0,887142.0,1218.0,55.0,959.0,0.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581.0,1536401.0,5051.0,66.0,979.0,0.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282.0,83955.0,367.0,78.0,956.0,4.080039
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530.0,3876001.0,22269.0,73.0,957.0,0.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342.0,4496694.0,136618.0,80.0,908.0,0.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600.0,2635375.0,31542.0,85.0,1113.0,0.588565
Karnataka,Koppal,15.651253271028034,76.1617048598131,560.0,1389920.0,2135.0,58.0,986.0,12.160031
Orissa,Koraput,18.82627794779476,82.81278469846964,398.0,1379647.0,3988.0,41.0,1032.0,27.522922
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404.0,1206640.0,4544.0,62.0,969.0,0.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400.0,658917.0,1667.0,60.0,968.0,0.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127.0,1951014.0,12843.0,67.0,911.0,0.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597.0,1974551.0,37849.0,89.0,1039.0,0.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591.0,3086293.0,36791.0,85.0,1098.0,0.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547.0,4517398.0,30438.0,67.0,992.0,0.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26.0,437903.0,2623.0,70.0,942.0,3.987695
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552.0,4053463.0,10081.0,52.0,988.0,10.198907
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72.0,964655.0,7356.0,67.0,888.0,0.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256.0,92076.0,95.0,40.0,1032.0,16.116661
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189.0,3564544.0,3486.0,55.0,961.0,0.0
0,Lahul And Spiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552708
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307.0,1042137.0,1948.0,66.0,968.0,0.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227.0,1000912.0,1186.0,51.0,902.0,0.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167.0,1221592.0,1079.0,52.0,906.0,0.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359.0,726978.0,340.0,48.0,967.0,0.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524.0,2454196.0,6217.0,67.0,928.0,0.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287.0,117894.0,162.0,53.0,945.0,15.230952
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356.0,461790.0,351.0,56.0,985.0,0.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259.0,145726.0,312.0,57.0,912.0,15.468656
0,Longleng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.859149
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258.0,54080.0,207.0,59.0,928.0,0.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255.0,83030.0,381.0,65.0,984.0,0.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157.0,4589838.0,68506.0,68.0,917.0,0.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41.0,3498739.0,58589.0,73.0,873.0,0.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286.0,161428.0,482.0,75.0,947.0,4.346209
Bihar,Madhepura,25.77341929460581,86.8978443983403,213.0,2001762.0,1397.0,42.0,911.0,33.740048
Bihar,Madhubani,26.41380538172716,86.16328360450552,207.0,4487379.0,5319.0,48.0,926.0,0.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623.0,3038252.0,34097.0,75.0,990.0,0.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411.0,1032754.0,961.0,62.0,1017.0,0.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538.0,4053028.0,6153.0,48.0,977.0,12.263812
Puducherry,Mahe,12.006420793787758,75.28275021570326,636.0,41816.0,574.0,87.0,1184.0,0.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84.0,922088.0,2624.0,68.0,895.0,0.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471.0,2035064.0,7759.0,74.0,926.0,0.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169.0,875958.0,1316.0,56.0,878.0,0.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148.0,1868529.0,2642.0,64.0,881.0,0.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592.0,4112920.0,27909.0,81.0,1098.0,0.565493
West Bengal,Maldah,25.08026802575105,88.17191684549356,332.0,3988845.0,5357.0,52.0,944.0,16.516493
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399.0,613192.0,448.0,40.0,1020.0,32.721628
Mizoram,Mamit,23.73852942502819,92.4330803833147,281.0,86364.0,90.0,70.0,927.0,12.822029
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27.0,999777.0,5333.0,72.0,1007.0,0.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454.0,1054905.0,912.0,57.0,1008.0,0.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433.0,1340411.0,2324.0,62.0,963.0,0.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573.0,1805769.0,3367.0,64.0,995.0,0.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47.0,769751.0,2673.0,55.0,883.0,4.565789
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145.0,2547184.0,8726.0,59.0,863.0,0.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192.0,2205968.0,2656.0,62.0,979.0,0.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376.0,2519738.0,2950.0,54.0,1006.0,0.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535.0,3033288.0,8635.0,54.0,992.0,8.957221
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138.0,3443689.0,23717.0,62.0,886.0,0.0
0,Mewat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.11391
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199.0,2496970.0,4447.0,57.0,903.0,0.0
Punjab,Moga,30.756540067340065,75.1600845117845,42.0,995746.0,7897.0,63.0,893.0,0.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262.0,194622.0,537.0,82.0,925.0,0.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261.0,250260.0,178.0,48.0,899.0,18.360279
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135.0,4772006.0,11690.0,47.0,906.0,0.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419.0,1965970.0,1781.0,60.0,840.0,0.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44.0,901896.0,4571.0,58.0,896.0,3.862615
Bihar,Munger,25.198537962962963,86.54173672839504,226.0,1367765.0,2653.0,59.0,876.0,0.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333.0,7103807.0,7951.0,57.0,958.0,0.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133.0,4143512.0,10077.0,58.0,889.0,0.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216.0,4801062.0,10290.0,52.0,900.0,0.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577.0,3001127.0,28397.0,65.0,985.0,0.0
0,Nabarangapur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.831197
West Bengal,Nadia,23.56410971055088,88.58293034547152,336.0,5167600.0,12787.0,67.0,947.0,0.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305.0,2823768.0,5121.0,61.0,962.0,0.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618.0,1616450.0,5585.0,75.0,1025.0,0.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112.0,3307743.0,4449.0,53.0,950.0,0.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505.0,4653570.0,57964.0,79.0,951.0,0.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229.0,2877653.0,4156.0,53.0,922.0,0.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323.0,771639.0,1631.0,69.0,949.0,0.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539.0,3488809.0,7715.0,57.0,983.0,8.645778
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609.0,1726601.0,8960.0,68.0,986.0,0.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511.0,3361292.0,7548.0,65.0,943.0,12.555026
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497.0,1648295.0,2579.0,55.0,978.0,29.978665
0,Narayanpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.131403
Gujarat,Narmada,21.70666386292833,73.68403208722742,487.0,590297.0,576.0,63.0,961.0,18.45365
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516.0,6107187.0,45039.0,71.0,934.0,0.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490.0,1329672.0,6726.0,75.0,961.0,0.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237.0,2219146.0,1841.0,49.0,939.0,0.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385.0,962789.0,1163.0,71.0,915.0,0.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432.0,826067.0,1945.0,62.0,954.0,0.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533.0,2551335.0,5261.0,54.0,1040.0,10.214848
Goa,North Goa,15.548723418714054,73.80667997909038,585.0,818008.0,23440.0,81.0,963.0,0.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292.0,693947.0,997.0,75.0,967.0,0.0
Orissa,Nuapada,20.47130951219512,82.59152536585364,394.0,610382.0,757.0,49.0,1021.0,0.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525.0,1657576.0,3209.0,69.0,924.0,0.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353.0,900422.0,328.0,39.0,989.0,32.222743
Kerala,Palakkad,10.784926903553291,76.49980490693744,593.0,2809934.0,27162.0,80.0,1067.0,0.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358.0,1939869.0,2155.0,53.0,928.0,0.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118.0,2037573.0,4043.0,53.0,987.0,0.0
0,Palwal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.430929
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484.0,2390776.0,3456.0,60.0,949.0,0.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69.0,561293.0,18615.0,72.0,873.0,0.0
0,Panchmahal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.082831
Haryana,Panipat,29.34352134146342,76.92895914634147,75.0,1205437.0,10024.0,65.0,864.0,0.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426.0,1016520.0,653.0,54.0,905.0,0.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248.0,176573.0,2477.0,69.0,980.0,0.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513.0,1836086.0,3982.0,63.0,947.0,0.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203.0,3935042.0,3495.0,45.0,909.0,0.0
0,Pashchimi Singhbhum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.89391
Gujarat,Patan,23.80634198473284,71.75162977099237,470.0,1343734.0,2231.0,62.0,935.0,0.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48.0,1895686.0,24274.0,67.0,891.0,0.0
Bihar,Patna,25.40297114503818,85.3198433587787,230.0,5838465.0,40692.0,59.0,897.0,0.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615.0,565223.0,1507.0,66.0,1003.0,0.0
0,Peren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.047968
Nagaland,Phek,25.63272986577182,94.56814563758392,266.0,163418.0,170.0,65.0,951.0,0.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151.0,2031007.0,2870.0,52.0,895.0,0.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62.0,483439.0,1344.0,71.0,1020.0,0.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478.0,585449.0,1653.0,67.0,950.0,0.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549.0,3397448.0,6151.0,56.0,981.0,8.029847
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,131.0,867848.0,716.0,46.0,983.0,27.960735
Uttar Pradesh,Pratapgarh,25.86484273170732,81.93530048780492,173.0,3209141.0,5149.0,60.0,998.0,27.960735
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621.0,1618345.0,4494.0,69.0,1015.0,6.384486
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12.0,560440.0,1537.0,52.0,912.0,0.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5.0,476835.0,346.0,55.0,893.0,0.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521.0,9429408.0,235018.0,76.0,915.0,0.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204.0,5099371.0,7719.0,45.0,902.0,0.0
Orissa,Puri,19.83509174603177,85.86698989898981,387.0,1698730.0,3416.0,76.0,963.0,0.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211.0,3264619.0,4170.0,41.0,921.0,33.43122
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340.0,2930115.0,3551.0,55.0,957.0,26.232211
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158.0,3405559.0,5184.0,58.0,943.0,0.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559.0,1928812.0,5200.0,51.0,1000.0,15.435114
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403.0,1493984.0,3342.0,64.0,991.0,0.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520.0,2634200.0,38570.0,74.0,959.0,0.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403.0,1493984.0,3342.0,64.0,991.0,0.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520.0,2634200.0,38570.0,74.0,959.0,0.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410.0,4063872.0,20261.0,65.0,984.0,0.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446.0,1331597.0,1141.0,62.0,901.0,0.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442.0,1545814.0,1611.0,52.0,956.0,0.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476.0,3804558.0,21785.0,72.0,927.0,0.0
0,Rajouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.591741
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123.0,1156597.0,1989.0,54.0,990.0,0.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626.0,1353445.0,5172.0,72.0,983.0,0.0
0,Ramban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.277106
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136.0,2335819.0,3847.0,45.0,909.0,0.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364.0,2914253.0,22538.0,66.0,949.0,0.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434.0,1455069.0,3644.0,57.0,971.0,0.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528.0,1615069.0,7752.0,74.0,1122.0,0.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396.0,967911.0,1553.0,42.0,1051.0,25.994397
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430.0,2365106.0,3406.0,61.0,931.0,0.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85.0,900332.0,5121.0,71.0,898.0,0.0
0,Ribhoi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.930395
Haryana,Rohtak,28.892517647058817,76.53123235294117,82.0,1061204.0,8482.0,70.0,867.0,4.29489
Bihar,Rohtas,24.99170460829495,83.9350762672811,234.0,2959918.0,4594.0,61.0,918.0,0.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51.0,684627.0,6600.0,73.0,915.0,0.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472.0,2428589.0,5262.0,65.0,952.0,0.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427.0,2378458.0,4546.0,65.0,893.0,0.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132.0,3466382.0,9699.0,60.0,890.0,0.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214.0,1900661.0,1668.0,42.0,906.0,0.0
